"日時","貯水率","流入量","放流量"
"2025/02/02 00:00",0,0,0
"2025/02/01 23:00",0,0,0
"2025/02/01 22:00",0,0,0
"2025/02/01 21:00",0,0,0
"2025/02/01 20:00",0,0,0
"2025/02/01 19:00",0,0,0
"2025/02/01 18:00",0,0,0
"2025/02/01 17:00",0,0,0
"2025/02/01 16:00",0,0,0
"2025/02/01 15:00",0,0,0
"2025/02/01 14:00",0,0,0
"2025/02/01 13:00",0,0,0
"2025/02/01 12:00",0,0,0
"2025/02/01 11:00",0,0,0
"2025/02/01 10:00",0,0,0
"2025/02/01 09:00",0,0,0
"2025/02/01 08:00",0,0,0
"2025/02/01 07:00",0,0,0
"2025/02/01 06:00",0,0,0
"2025/02/01 05:00",0,0,0
"2025/02/01 04:00",0,0,0
"2025/02/01 03:00",0,0,0
"2025/02/01 02:00",0,0,0
"2025/02/01 01:00",0,0,0
"2025/02/01 00:00",0,0,0
"2025/01/31 23:00",0,0,0
"2025/01/31 22:00",0,0,0
"2025/01/31 21:00",0,0,0
"2025/01/31 20:00",0,0,0
"2025/01/31 19:00",0,0,0
"2025/01/31 18:00",0,0,0
"2025/01/31 17:00",0,0,0
"2025/01/31 16:00",0,0,0
"2025/01/31 15:00",0,0,0
"2025/01/31 14:00",0,0,0
"2025/01/31 13:00",0,0,0
"2025/01/31 12:00",0,0,0
"2025/01/31 11:00",0,0,0
"2025/01/31 10:00",0,0,0
"2025/01/31 09:00",0,0,0
"2025/01/31 08:00",0,0,0
"2025/01/31 07:00",0,0,0
"2025/01/31 06:00",0,0,0
"2025/01/31 05:00",0,0,0
"2025/01/31 04:00",0,0,0
"2025/01/31 03:00",0,0,0
"2025/01/31 02:00",0,0,0
"2025/01/31 01:00",0,0,0
"2025/01/31 00:00",0,0,0
"2025/01/30 23:00",0,0,0
