"日時","貯水率","流入量","放流量"
"2025/10/15 00:00",85.3,0.64,0.63
"2025/10/14 23:00",85.3,0.64,0.64
"2025/10/14 22:00",85.3,0.64,0.64
"2025/10/14 21:00",85.3,0.64,0.64
"2025/10/14 20:00",85.3,0.64,0.64
"2025/10/14 19:00",85.3,0.64,0.64
"2025/10/14 18:00",85.3,0.64,0.64
"2025/10/14 17:00",85.3,0.64,0.64
"2025/10/14 16:00",85.3,0.64,0.64
"2025/10/14 15:00",85.3,0.64,0.64
"2025/10/14 14:00",85.3,2.01,0.64
"2025/10/14 13:00",85.2,0.64,0.64
"2025/10/14 12:00",85.2,0.64,0.64
"2025/10/14 11:00",85.2,0.64,0.64
"2025/10/14 10:00",85.2,0.64,0.63
"2025/10/14 09:00",85.2,0.64,0.64
"2025/10/14 08:00",85.2,0.64,0.64
"2025/10/14 07:00",85.2,0.64,0.64
"2025/10/14 06:00",85.2,0.64,0.64
"2025/10/14 05:00",85.2,0.64,0.64
"2025/10/14 04:00",85.2,0.64,0.64
"2025/10/14 03:00",85.2,0.64,0.65
"2025/10/14 02:00",85.2,0.64,0.64
"2025/10/14 01:00",85.2,0.64,0.65
"2025/10/14 00:00",85.2,0.64,0.64
"2025/10/13 23:00",85.2,0.64,0.64
"2025/10/13 22:00",85.2,0.64,0.64
"2025/10/13 21:00",85.2,0.64,0.64
"2025/10/13 20:00",85.2,0.64,0.64
"2025/10/13 19:00",85.2,0.64,0.64
"2025/10/13 18:00",85.2,2.01,0.64
"2025/10/13 17:00",85.1,0.64,0.64
"2025/10/13 16:00",85.1,0.64,0.63
"2025/10/13 15:00",85.1,0.64,0.64
"2025/10/13 14:00",85.1,0.64,0.63
"2025/10/13 13:00",85.1,0.64,0.64
"2025/10/13 12:00",85.1,0.64,0.64
"2025/10/13 11:00",85.1,0.64,0.64
"2025/10/13 10:00",85.1,0.64,0.64
"2025/10/13 09:00",85.1,0.64,0.64
"2025/10/13 08:00",85.1,0.64,0.64
"2025/10/13 07:00",85.1,0.64,0.64
"2025/10/13 06:00",85.1,0.64,0.64
"2025/10/13 05:00",85.1,0.64,0.64
"2025/10/13 04:00",85.1,0.64,0.64
"2025/10/13 03:00",85.1,0.64,0.64
"2025/10/13 02:00",85.1,0.64,0.65
"2025/10/13 01:00",85.1,2.01,0.64
"2025/10/13 00:00",85.1,0.64,0.64
"2025/10/12 23:00",85.1,0.64,0.64
